Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
EDUARDO BOLSONARO [OFICIAL],,261034991653232,none,,,,38538,N/A,2020-08-12 14:39:38 BRT,2020-08-12,14:39:38,Photo,123,29,48,34,0,1,9,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/261034991653232/permalink/299869297769801,,https://www.facebook.com/Gilmarsiqueirade/photos/a.106534744444589/138991957865534/?type=3,,,Presbítero Gilmar Siqueira,"Olha quem pegou corona vírus, pelo jeito a coronavac não fez efeito.
Segundo ele, vai ficar em “isolamento” para tratar o covid. 
1. Como ele pegou covid se ele usava máscara e estava isolado? 🤨 

2.De que adianta tratar com isolamento se ele pegou estando em isolamento? 🧐

3. Ele tomou a vacina chinesa mesmo ou ela não funciona?

4.Então a máscara e o isolamento não adiantam nada ou ele engana todo mundo e não está cumprindo o que ele mesmo determina para os outros? 🤔

5. A história do “fica em casa” é mesmo uma fraude? Ou seja; o isolamento não salva ninguém? 

6. E, aí! Vais usar hidroxicloroquina ou vai esconder do povo que esse medicamento salva?🤓",,,,123,1.92
Grupo do Movimento Brasil à Direita,,577614125933249,none,,,,215342,N/A,2020-08-12 14:04:08 BRT,2020-08-12,14:04:08,Photo,88,23,48,13,0,0,4,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/577614125933249/permalink/1486249955069657,,https://www.facebook.com/photo.php?fbid=1154643761575523&set=p.1154643761575523&type=3,,,Patricia,"Segundo ele, vai ficar em “isolamento” para tratar o covid. 
1. Como ele pegou covid se ele usava máscara e estava isolado? 🤨 

2.De que adianta tratar com isolamento se ele pegou estando em isolamento? 🧐

3. Ele tomou a vacina chinesa mesmo ou ela não funciona?

4.Então a máscara e o isolamento não adiantam nada ou ele engana todo mundo e não está cumprindo o que ele mesmo determina para os outros? 🤔

5. A história do “fica em casa” é mesmo uma fraude? Ou seja; o isolamento não salva ninguém? 

6. E, aí! Vais usar hidroxicloroquina ou vai esconder do povo que esse medicamento salva vidas?🤓

Patrícia Melo",,,,88,1.05
APOIO General Heleno,,571876086757506,none,,,,N/A,N/A,2020-08-13 10:13:39 BRT,2020-08-13,10:13:39,Photo,55,12,18,18,0,2,3,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/571876086757506/permalink/653615515250229,,https://www.facebook.com/Gilmarsiqueirade/photos/a.106534744444589/138991957865534/?type=3,,,Presbítero Gilmar Siqueira,"Olha quem pegou corona vírus, pelo jeito a coronavac não fez efeito.
Segundo ele, vai ficar em “isolamento” para tratar o covid. 
1. Como ele pegou covid se ele usava máscara e estava isolado? 🤨 

2.De que adianta tratar com isolamento se ele pegou estando em isolamento? 🧐

3. Ele tomou a vacina chinesa mesmo ou ela não funciona?

4.Então a máscara e o isolamento não adiantam nada ou ele engana todo mundo e não está cumprindo o que ele mesmo determina para os outros? 🤔

5. A história do “fica em casa” é mesmo uma fraude? Ou seja; o isolamento não salva ninguém? 

6. E, aí! Vais usar hidroxicloroquina ou vai esconder do povo que esse medicamento salva?🤓",,,,55,1.12
PIRACICABA COM BOLSONARO 2022,,244367756095117,none,,,,28451,N/A,2020-08-12 14:38:53 BRT,2020-08-12,14:38:53,Photo,55,13,20,18,0,0,3,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/244367756095117/permalink/849203072278246,,https://www.facebook.com/Gilmarsiqueirade/photos/a.106534744444589/138991957865534/?type=3,,,Presbítero Gilmar Siqueira,"Olha quem pegou corona vírus, pelo jeito a coronavac não fez efeito.
Segundo ele, vai ficar em “isolamento” para tratar o covid. 
1. Como ele pegou covid se ele usava máscara e estava isolado? 🤨 

2.De que adianta tratar com isolamento se ele pegou estando em isolamento? 🧐

3. Ele tomou a vacina chinesa mesmo ou ela não funciona?

4.Então a máscara e o isolamento não adiantam nada ou ele engana todo mundo e não está cumprindo o que ele mesmo determina para os outros? 🤔

5. A história do “fica em casa” é mesmo uma fraude? Ou seja; o isolamento não salva ninguém? 

6. E, aí! Vais usar hidroxicloroquina ou vai esconder do povo que esse medicamento salva?🤓",,,,55,2.12
Hortolândia Que Ninguém Vê...,,150737198923636,none,,,,10016,N/A,2020-08-12 14:38:32 BRT,2020-08-12,14:38:32,Photo,37,13,2,13,0,0,9,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/150737198923636/permalink/594423547888330,,https://www.facebook.com/Gilmarsiqueirade/photos/a.106534744444589/138991957865534/?type=3,,,Presbítero Gilmar Siqueira,"Olha quem pegou corona vírus, pelo jeito a coronavac não fez efeito.
Segundo ele, vai ficar em “isolamento” para tratar o covid. 
1. Como ele pegou covid se ele usava máscara e estava isolado? 🤨 

2.De que adianta tratar com isolamento se ele pegou estando em isolamento? 🧐

3. Ele tomou a vacina chinesa mesmo ou ela não funciona?

4.Então a máscara e o isolamento não adiantam nada ou ele engana todo mundo e não está cumprindo o que ele mesmo determina para os outros? 🤔

5. A história do “fica em casa” é mesmo uma fraude? Ou seja; o isolamento não salva ninguém? 

6. E, aí! Vais usar hidroxicloroquina ou vai esconder do povo que esse medicamento salva?🤓",,,,37,1.85
Sou de Direita com Orgulho!,,2921738641384848,none,,,,127628,N/A,2020-08-12 14:40:11 BRT,2020-08-12,14:40:11,Photo,30,5,10,13,0,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2921738641384848/permalink/3359050610986980,,https://www.facebook.com/Gilmarsiqueirade/photos/a.106534744444589/138991957865534/?type=3,,,Presbítero Gilmar Siqueira,"Olha quem pegou corona vírus, pelo jeito a coronavac não fez efeito.
Segundo ele, vai ficar em “isolamento” para tratar o covid. 
1. Como ele pegou covid se ele usava máscara e estava isolado? 🤨 

2.De que adianta tratar com isolamento se ele pegou estando em isolamento? 🧐

3. Ele tomou a vacina chinesa mesmo ou ela não funciona?

4.Então a máscara e o isolamento não adiantam nada ou ele engana todo mundo e não está cumprindo o que ele mesmo determina para os outros? 🤔

5. A história do “fica em casa” é mesmo uma fraude? Ou seja; o isolamento não salva ninguém? 

6. E, aí! Vais usar hidroxicloroquina ou vai esconder do povo que esse medicamento salva?🤓",,,,30,-6.17
ELEITORES BOLSONARO,,473952689679570,none,,,,1747,N/A,2020-08-12 14:40:36 BRT,2020-08-12,14:40:36,Photo,16,4,4,7,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/473952689679570/permalink/879074602500708,,https://www.facebook.com/Gilmarsiqueirade/photos/a.106534744444589/138991957865534/?type=3,,,Presbítero Gilmar Siqueira,"Olha quem pegou corona vírus, pelo jeito a coronavac não fez efeito.
Segundo ele, vai ficar em “isolamento” para tratar o covid. 
1. Como ele pegou covid se ele usava máscara e estava isolado? 🤨 

2.De que adianta tratar com isolamento se ele pegou estando em isolamento? 🧐

3. Ele tomou a vacina chinesa mesmo ou ela não funciona?

4.Então a máscara e o isolamento não adiantam nada ou ele engana todo mundo e não está cumprindo o que ele mesmo determina para os outros? 🤔

5. A história do “fica em casa” é mesmo uma fraude? Ou seja; o isolamento não salva ninguém? 

6. E, aí! Vais usar hidroxicloroquina ou vai esconder do povo que esse medicamento salva?🤓",,,,16,-0
Endireita Fortaleza,,1462892290706952,none,,,,3434,N/A,2020-08-12 14:03:17 BRT,2020-08-12,14:03:17,Photo,16,7,2,5,0,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1462892290706952/permalink/2624139154582254,,https://www.facebook.com/photo.php?fbid=1154643761575523&set=p.1154643761575523&type=3,,,Patricia,"Segundo ele, vai ficar em “isolamento” para tratar o covid. 
1. Como ele pegou covid se ele usava máscara e estava isolado? 🤨 

2.De que adianta tratar com isolamento se ele pegou estando em isolamento? 🧐

3. Ele tomou a vacina chinesa mesmo ou ela não funciona?

4.Então a máscara e o isolamento não adiantam nada ou ele engana todo mundo e não está cumprindo o que ele mesmo determina para os outros? 🤔

5. A história do “fica em casa” é mesmo uma fraude? Ou seja; o isolamento não salva ninguém? 

6. E, aí! Vais usar hidroxicloroquina ou vai esconder do povo que esse medicamento salva vidas?🤓

Patrícia Melo",,,,16,-1.38
TODOS COM BOLSONARO [OFICIAL],,242026450370628,none,,,,7295,N/A,2020-08-12 16:38:26 BRT,2020-08-12,16:38:26,Photo,14,3,3,3,0,0,5,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/242026450370628/permalink/311324913440781,,https://www.facebook.com/ResgataBR/photos/a.1913133765611744/2738961759695603/?type=3,,,Resgata Brasil,"Segundo ele, vai ficar em “isolamento” para tratar o covid. 
1. Como ele pegou covid se ele usava máscara e estava isolado? 🤨 

2.De que adianta tratar com isolamento se ele pegou estando em isolamento? 🧐

3. Ele tomou a vacina chinesa mesmo ou ela não funciona?

4.Então a máscara e o isolamento não adiantam nada ou ele engana todo mundo e não está cumprindo o que ele mesmo determina para os outros? 🤔

5. A história do “fica em casa” é mesmo uma fraude? Ou seja; o isolamento não salva ninguém? 

6. E, aí! Vais usar hidroxicloroquina ou vai esconder do povo que esse medicamento salva vidas?🤓

Patrícia Melo",,,,14,-1.86
O BRASIL,,1699600940261617,none,,,,5813,N/A,2020-08-12 14:02:57 BRT,2020-08-12,14:02:57,Photo,11,8,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1699600940261617/permalink/2826675317554168,,https://www.facebook.com/photo.php?fbid=1154643761575523&set=p.1154643761575523&type=3,,,Patricia,"Segundo ele, vai ficar em “isolamento” para tratar o covid. 
1. Como ele pegou covid se ele usava máscara e estava isolado? 🤨 

2.De que adianta tratar com isolamento se ele pegou estando em isolamento? 🧐

3. Ele tomou a vacina chinesa mesmo ou ela não funciona?

4.Então a máscara e o isolamento não adiantam nada ou ele engana todo mundo e não está cumprindo o que ele mesmo determina para os outros? 🤔

5. A história do “fica em casa” é mesmo uma fraude? Ou seja; o isolamento não salva ninguém? 

6. E, aí! Vais usar hidroxicloroquina ou vai esconder do povo que esse medicamento salva vidas?🤓

Patrícia Melo",,,,11,-0.35
