Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
A Verdade da Justiça,,540173533629892,none,,,,3243,N/A,2021-04-06 21:42:22 BRT,2021-04-06,21:42:22,Link,95,30,9,29,0,3,1,14,7,2,,-,0,0,0,N/A,https://www.facebook.com/groups/540173533629892/permalink/547473599566552,"Nunca foi, e não será, por falta de aviso. .",https://telegra.ph/Trinta-por-cento-dos-vacinados-morrer%C3%A3o-dentro-de-tr%C3%AAs-meses-diz-o-Dr-Sherri-Tempenny---TierraPuraorgBR-03-23,,,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny - TierraPura.org/BR","Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista f...",,,,95,3.06
GRUPO OLAVO DE CARVALHO,,825954890834995,none,,,,126958,N/A,2021-03-23 22:01:32 BRT,2021-03-23,22:01:32,Link,73,25,15,24,0,3,0,6,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/825954890834995/permalink/3924951920935261,,https://tierrapura.org/br/?p=4333,,,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny - TierraPura.org/BR","Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista ...",,,,73,1.43
ESCÁRNIO E MALDIZER,,1135476836521723,none,,,,5613,N/A,2021-04-06 18:06:19 BRT,2021-04-06,18:06:19,Link,55,3,36,7,0,4,3,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1135476836521723/permalink/3768540333215347,https://telegra.ph/Trinta-por-cento-dos-vacinados-morrer%C3%A3o-dentro-de-tr%C3%AAs-meses-diz-o-Dr-Sherri-Tempenny---TierraPuraorgBR-03-23?fbclid=IwAR0Rix40Tube3E2yUGbvW_xm1Scz3EhnxlthXbmDAnKg973mDV2HrN2cj_k,https://telegra.ph/Trinta-por-cento-dos-vacinados-morrer%C3%A3o-dentro-de-tr%C3%AAs-meses-diz-o-Dr-Sherri-Tempenny---TierraPuraorgBR-03-23,,,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny - TierraPura.org/BR","Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista f...",,,,55,2.29
RADAR 2.7,,1506211273019014,none,,,,15182,N/A,2021-03-24 12:53:34 BRT,2021-03-24,12:53:34,Link,31,5,7,6,0,7,1,5,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1506211273019014/permalink/2562074427432688,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny ",https://tierrapura.org/br/?p=4333,,,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny - TierraPura.org/BR","Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista ...",,,,31,-1.03
"Paz, Saúde e Amor.",,309432820303570,none,,,,N/A,N/A,2021-04-09 17:48:50 BRT,2021-04-09,17:48:50,Photo,25,2,0,22,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/309432820303570/permalink/461248561788661,,https://www.facebook.com/photo.php?fbid=959927558077746&set=p.959927558077746&type=3,,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny- TierraPura.org/BR tierrapura.org March 23, 2021",Maria,"Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista francesa Alexandra Henrion-Caude concorda com Dolores Cahill nesta análise e processo.

A Dra. Sherri Tempenny (imagem) explica como as vacinas de mRNA começarão o processo de despovoamento nos próximos 3-6 meses (julho de 2021). Ela e outros cientistas previram que milhões de pessoas poderiam morrer e que suas mortes seriam atribuídas a uma nova cepa de COVID, para aumentar as vacinas.

Aqui estão alguns trechos mais significativos da entrevista:

“Nos Estados Unidos, nos primeiros 30 dias após o início da vacinação, eventos adversos ocorreram em mais de 40.000 pessoas até agora, incluindo cerca de 31.000 casos de choque anafilático, cerca de 5.000 casos de reações neurológicas e outros problemas, mas que é apenas o começo.

Essas vacinas irão essencialmente criar um fenômeno chamado realce dependente de anticorpos (ADE) ou um aumento na dependência de anticorpos que permite que um “pedaço” de mRNA mensageiro se replique indefinidamente criando pedaços de proteína (proteína de pico) dentro de nosso corpo. Corpo. Em resposta, ele produzirá anticorpos, e é por isso que Bill Gates disse que nosso corpo se tornará um “produtor automático de vacinas endógenas” em resposta a essas proteínas “.

Por isso falamos de variantes inglesas e brasileiras, ao contrário, já presentes em nossos corpos devido às vacinações em massa. O exemplo da Umbria, que ocupa a primeira posição em termos de número de vacinações, oferece motivos para reflexão: é nesta região que se explode Covid com todas as suas variantes.

O cavalo de Troia, como diz o Dr. Tempenny, é de fato injetado em nós por meio da vacina de mRNA, e existem vários mecanismos pelos quais essas substâncias criarão esse caos em nós, a saber, os anticorpos que destruirão nossos pulmões e desativarão os antimacrófagos inflamatórios e transportar o vírus para a célula, permitindo que ele se replique e causando a morte de muitas pessoas dentro de um ano da vacinação: não apenas por choque anafilático ou doenças cardiovasculares, mas também por doenças autoimunes, uma vez que os anticorpos da proteína Spike começarão a atacar e quebrar os glóbulos vermelhos. Quando as pessoas começam a morrer, os médicos recomendam doses adicionais, e a injeção de reforço agravará a situação.

Fonte: notiredmerida.com",,,,25,1.32
#Grupo De Apoio Ao Juíz  Oscar Anibal Chiappano#,,3842053515822977,none,,,,10238,N/A,2021-03-24 07:17:16 BRT,2021-03-24,07:17:16,Link,22,8,0,10,0,2,0,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3842053515822977/permalink/4718210918207228,,https://tierrapura.org/br/?p=4333,,,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny - TierraPura.org/BR","Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista ...",,,,22,-1.32
Fronteira Alerta,,1523985811253508,none,,,,25413,N/A,2021-03-24 10:56:31 BRT,2021-03-24,10:56:31,Link,19,7,6,2,0,1,0,3,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1523985811253508/permalink/2946728332312575,,https://tierrapura.org/br/?p=4333,,,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny - TierraPura.org/BR","Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista ...",,,,19,-1.84
INTERVENÇÃO MILITAR CONSTITUCIONAL  JÁ !,,257299714395248,none,,,,41959,N/A,2021-03-23 22:02:48 BRT,2021-03-23,22:02:48,Link,18,4,4,7,0,1,0,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/257299714395248/permalink/2976331452492047,,https://tierrapura.org/br/?p=4333,,,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny - TierraPura.org/BR","Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista ...",,,,18,-1.39
Pensadores de direita,,2747936808587068,none,,,,20337,N/A,2021-03-25 12:18:44 BRT,2021-03-25,12:18:44,Link,17,4,4,7,0,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2747936808587068/permalink/3740664145980991,,https://tierrapura.org/br/?p=4333,,,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny - TierraPura.org/BR","Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista ...",,,,17,-1.94
DIREITA RACIONAL,,342134069896879,none,,,,37629,N/A,2021-03-25 13:14:51 BRT,2021-03-25,13:14:51,Link,16,3,4,6,0,1,0,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/342134069896879/permalink/965747804202166,,https://tierrapura.org/br/2021/03/22/trinta-por-cento-dos-vacinados-morrerao-dentro-de-tres-meses-diz-o-dr-sherri-tempenny/,,,"Trinta por cento dos vacinados morrerão dentro de três meses, diz o Dr. Sherri Tempenny - TierraPura.org/BR","Este artigo confirma o que disse a professora Dolores Cahill, de Dublin, que estima que pelo menos 30% dos vacinados morrerão em poucos meses de tempestade de citocinas (algo como uma alergia a amendoim), uma vez que o corpo tenha sintetizado proteína spike em grandes quantidades ! A geneticista ...",,,,16,-2.31
