Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
TERRA PLANA EXPERIMENTOS,,362263651380460,none,,,,N/A,N/A,2020-08-31 03:33:36 BRT,2020-08-31,03:33:36,Photo,117,26,71,7,0,1,11,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/362263651380460/permalink/672861483654007,,https://www.facebook.com/photo.php?fbid=4107336146003473&set=p.4107336146003473&type=3,,"SE VOCÊ ACREDITA QUE UMA PESSOA SEM VACINA PODE FAZER MAL A UMA PESSOA COM VACINA, ENTAO VOCÊ NÃO ACREDITA EM VACINAS",Edson,,,,,117,1.65
Presidente Bolsonaro 2022 🇧🇷,,495035617545564,none,,,,54116,N/A,2020-09-03 15:59:01 BRT,2020-09-03,15:59:01,Photo,13,10,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/495035617545564/permalink/1221554938226958,,https://www.facebook.com/renanendireita/photos/a.317832332489366/634220240850572/?type=3,,"Se você acredita que uma pessoa SEM VACINA pode fazer mal a uma pessoa VACINADA, então você não acredita em VACINAS... RenanLima",Renan Lima,,,,,13,-8.23
Anti Comunismo,,545790075799162,none,,,,782,N/A,2020-09-04 13:54:35 BRT,2020-09-04,13:54:35,Photo,11,6,0,3,0,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/545790075799162/permalink/1206337483077748,"ESSE POSTE É PARA O ESQUERDISTA QUERENDO OBRIGAR AS PESSOAS A SE VACINAREM COM A ""VACINA SOCIALISTA SUSPEITA"", UMA VACINA QUE NÃO TEM COMPROVAÇÃO CIENTÍFICA PELA SUA EFICÁCIA CONTRA O VÍRUS E QUE PODE SER UMA ARMA CONTRA A HUMANIDADE NO OBJETIVO DE REDUÇÃO POPULACIONAL PARA A RETOMADA DO PODER E IMPLEMENTAREM A ""NOVA ORDEM MUNDIAL"" DA ONU. SE QUEREM USAR, USEM A VONTADE EM VOCÊ! ASSIM COMO VOCÊS NÃO SÃO OBRIGADOS A USAREM OS REMÉDIOS ANTIGOS COM COMPROVAÇÕES CIENTÍFICAS, QUE ANDAM SALVANDO VIDAS DE VERDADE E QUE VOCÊS VIVEM DIFAMANDO A HIDROXICLOROQUINA E MUITOS OUTROS PARA COMBATER A COVID-19. SE LEMBREM QUE FORAM VOCÊS QUE USARAM O PODER DO ESTADO PARA A RETIRADA DA NOSSA LIBERDADE DE VIVER PRESO NO ""LOCKDOWN"", QUARENTENA FORÇADA FASCISTA COMUNISTA PARA QUEBRAREM A NOSSA ECONOMIA NACIONAL E NOS AFASTAREM DO CONTATO A VITAMINA DA NATUREZA. SE A VACINA FOR BOA EM NOME DA PRESERVAÇÃO DA VIDA, TENDO COMPROVAÇÃO CIENTÍFICA DE VERDADE, EU APOIO! SÓ VOU TOMAR SE FOR DE VERDADE EM NOME DA VIDA! EU SÓ ESPERO QUE NÃO TENHAM SIDO VOCÊS QUE CRIARAM ESSE VÍRUS PARA CAUSAR CAOS NA VIDA DAS PESSOAS EM NOME DA REVOLUÇÃO MARXISTA DE VOCÊS, MATANDO MILHÕES, PASSANDO POR CIMA NA VIDA DE TODO MUNDO, NA ECONOMIA DE TODO MUNDO, TENDO A CURA RESOLVENDO MOSTRA-LA DEPOIS DO ESTRAGO FEITO PARA AUMENTAREM O PREÇO DELA E SE ENRIQUECEREM COM A MÁFIA FARMACÊUTICA MUNDIAL, CRIANDO O VÍRUS E A CURA, PARA TER PODER E LUCRAREM. Esquerdista falando: - Se não tiver consciência humanitária você pode transmitir a doença para outras pessoas. 🙄🙄🙄 - Que outras pessoas? Nao estarão todas vacinadas?😂😂",https://www.facebook.com/causadireta/photos/a.1595619030489268/3410556102328876/?type=3,,"SE VOCÊ ACREDITA QUE UMA PESSOA SEM VACINA PODE FAZER MAL A UMA PESSOA COM VACINA, ENTÃO VOCÊ NÃO ACREDITA EM VACINAS",,,,,,11,-0
FORÇABRASIL,,561813371057548,none,,,,279106,N/A,2020-09-04 13:49:44 BRT,2020-09-04,13:49:44,Photo,9,2,0,7,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/561813371057548/permalink/958184728087075,"ESSE POSTE É PARA O ESQUERDISTA QUERENDO OBRIGAR AS PESSOAS A SE VACINAREM COM A ""VACINA SOCIALISTA SUSPEITA"", UMA VACINA QUE NÃO TEM COMPROVAÇÃO CIENTÍFICA PELA SUA EFICÁCIA CONTRA O VÍRUS E QUE PODE SER UMA ARMA CONTRA A HUMANIDADE NO OBJETIVO DE REDUÇÃO POPULACIONAL PARA A RETOMADA DO PODER E IMPLEMENTAREM A ""NOVA ORDEM MUNDIAL"" DA ONU. SE QUEREM USAR, USEM A VONTADE EM VOCÊ! ASSIM COMO VOCÊS NÃO SÃO OBRIGADOS A USAREM OS REMÉDIOS ANTIGOS COM COMPROVAÇÕES CIENTÍFICAS, QUE ANDAM SALVANDO VIDAS DE VERDADE E QUE VOCÊS VIVEM DIFAMANDO A HIDROXICLOROQUINA E MUITOS OUTROS PARA COMBATER A COVID-19. SE LEMBREM QUE FORAM VOCÊS QUE USARAM O PODER DO ESTADO PARA A RETIRADA DA NOSSA LIBERDADE DE VIVER PRESO NO ""LOCKDOWN"", QUARENTENA FORÇADA FASCISTA COMUNISTA PARA QUEBRAREM A NOSSA ECONOMIA NACIONAL E NOS AFASTAREM DO CONTATO A VITAMINA DA NATUREZA. SE A VACINA FOR BOA EM NOME DA PRESERVAÇÃO DA VIDA, TENDO COMPROVAÇÃO CIENTÍFICA DE VERDADE, EU APOIO! SÓ VOU TOMAR SE FOR DE VERDADE EM NOME DA VIDA! EU SÓ ESPERO QUE NÃO TENHAM SIDO VOCÊS QUE CRIARAM ESSE VÍRUS PARA CAUSAR CAOS NA VIDA DAS PESSOAS EM NOME DA REVOLUÇÃO MARXISTA DE VOCÊS, MATANDO MILHÕES, PASSANDO POR CIMA NA VIDA DE TODO MUNDO, NA ECONOMIA DE TODO MUNDO, TENDO A CURA RESOLVENDO MOSTRA-LA DEPOIS DO ESTRAGO FEITO PARA AUMENTAREM O PREÇO DELA E SE ENRIQUECEREM COM A MÁFIA FARMACÊUTICA MUNDIAL, CRIANDO O VÍRUS E A CURA, PARA TER PODER E LUCRAREM. Esquerdista falando: - Se não tiver consciência humanitária você pode transmitir a doença para outras pessoas. 🙄🙄🙄 - Que outras pessoas? Nao estarão todas vacinadas?😂😂",https://www.facebook.com/causadireta/photos/a.1595619030489268/3410556102328876/?type=3,,"SE VOCÊ ACREDITA QUE UMA PESSOA SEM VACINA PODE FAZER MAL A UMA PESSOA COM VACINA, ENTÃO VOCÊ NÃO ACREDITA EM VACINAS",,,,,,9,-9.11
FÃ CLUBE ROBERTA COLTRO,,2679379092346273,none,,,,23351,N/A,2021-07-22 13:58:27 BRT,2021-07-22,13:58:27,Photo,6,5,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2679379092346273/permalink/3053328208284691,,https://www.facebook.com/photo.php?fbid=6581682161857260&set=p.6581682161857260&type=3,,"12:33 0O M VoLTE X 86% SE VOCÊ ACREDITA QUE UMA PESSOA SEM VACINA PODE FAZER MAL A UMA PESSOA COM VACINA, ENTÃO VOCÊ NAO ACREDITA EM VACINAS 67",Getulio,,,,,6,-6.83
Direita Rio,,1062919263795239,none,,,,1050,N/A,2020-09-04 21:05:05 BRT,2020-09-04,21:05:05,Photo,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1062919263795239/permalink/3253669088053568,,https://www.facebook.com/photo.php?fbid=3384773464913243&set=p.3384773464913243&type=3,,"ANDRÉ PINHA 04/09/2020 às 14:39 SAPORRA MERMO mn do gostou: FO00000ODA- VACINA Se você acredita que uma pessoa SEM vacina pode fazer mal a uma pessoa COM vacina, então você NÃO acredita em vacinas. Lembre-se que os infectados, ficam automaticamente imunes ao vírus assim como os vacinados.",Andre,Só verdades.,,,,4,-0.71
FÃS e AMIGOS do Gustavo Victorino,,476546179805042,none,,,,20295,N/A,2021-07-22 12:34:31 BRT,2021-07-22,12:34:31,Photo,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/476546179805042/permalink/954397202019935,,https://www.facebook.com/photo.php?fbid=6581682161857260&set=p.6581682161857260&type=3,,"12:33 0O M VoLTE X 86% SE VOCÊ ACREDITA QUE UMA PESSOA SEM VACINA PODE FAZER MAL A UMA PESSOA COM VACINA, ENTÃO VOCÊ NAO ACREDITA EM VACINAS 67",Getulio,,,,,4,-10.5
Aliança pelo Brasil 38,,565098544264960,none,,,,206407,N/A,2020-09-04 19:14:20 BRT,2020-09-04,19:14:20,Photo,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/565098544264960/permalink/880821499359328,,https://www.facebook.com/photo.php?fbid=3384773464913243&set=p.3384773464913243&type=3,,"ANDRÉ PINHA 04/09/2020 às 14:39 SAPORRA MERMO mn do gostou: FO00000ODA- VACINA Se você acredita que uma pessoa SEM vacina pode fazer mal a uma pessoa COM vacina, então você NÃO acredita em vacinas. Lembre-se que os infectados, ficam automaticamente imunes ao vírus assim como os vacinados.",Andre,Só verdades.,,,,4,-15.25
PÁTRIA AMADA BRASIL,,3222787594454581,none,,,,3495,N/A,2020-10-06 14:34:16 BRT,2020-10-06,14:34:16,Photo,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3222787594454581/permalink/3362880420445297,"REFLEXÃO SOBRE A VACINA CHINESA DA COVID-19, VINDO DE UM PAÍS COMUNISTA TOTALITARISTA, QUERENDO VACINAR AS PESSOAS DE OUTRO PAÍS. POR QUE SERÁ? VOCÊ CONFIA? - Se você não tiver consciência humanitária pode transmitir a doença pra outras pessoas! - Que outras pessoas? Não estarão todas Vacinadas? (*AS VACINAS E OS REMÉDIOS EM GERAL SÃO IMPORTANTES, SÃO DESCOBERTAS CIENTÍFICAS HISTÓRICAS DE MUITO ESTUDO, DEVEM PASSAM POR VÁRIOS TESTES, CONTANDO QUE SEJA VOLTADO A SAÚDE DOS SERES VIVOS, EVITANDO DEFICIÊNCIAS, DOENÇAS, PROBLEMAS SÉRIOS E FORTALECENDO AS NOSSAS DEFESAS GENÉTICAS. GRAÇAS A DETERMINADAS VACINAS E REMÉDIOS, EVITARAM UM GRANDE MAL EM GERAL, SALVANDO TODAS AS VIDAS.) Você concorda do Governo forçar as pessoas tomarem determinados Remédios ou Vacinas? Acho que ninguém deve ser forçado nada! Ninguém deve decidir o que deve ser bom pra você! Lembrando que ninguém é médico ou especialista pra decidir o que deve usar pra se curar ou não, sem ter conhecimento, o que pode ser bom pra um, pode não ser bom pra outro. Quem vai decidir isso é o Profissional Qualificado. Assim como ninguém deve proibir as Vacinas e os Remédios como a Cloroquina, Hidroxicloroquina e muitos outros em geral, que são antigas e tem comprovações científicas, sendo usado no modo adequado por um profissional na área, dependendo do paciente pode ser usado diferente, pode ter paciente que não deve usar determinados medicamentos. As pessoas não devem deixarem de viverem por causa de um Vírus Chinês como a Covid-19, colocando desculpa de viver no Futuro, ninguém sabe o dia de amanhã. O que importa é o Presente, o Agora, a pessoa deve se divertir, ter paciência, sempre tomando os devidos cuidados, higiene, estudar sempre, trabalhar, se exercitar e fazer coisas diferentes. QUAL É A SUA OPINIÃO?",https://www.facebook.com/causadireta/photos/a.1100655343318975/3534453273272491/?type=3,,"SE VOCÊ ACREDITA QUE UMA PESSOA SEM VACINA PODE FAZER MAL A UMA PESSOA COM VACINA, ENTÃO VOCÊ NÃO ACREDITA EM VACINAS! fanpage Causa Direta",,,,,,3,-12.67
Endireita Brasil🇧🇷➡️3️⃣8️⃣,,1361625150667540,none,,,,N/A,N/A,2020-09-03 11:13:01 BRT,2020-09-03,11:13:01,Photo,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1361625150667540/permalink/1693472657482786,,https://www.facebook.com/renanendireita/photos/a.317832332489366/634220240850572/?type=3,,"Se você acredita que uma pessoa SEM VACINA pode fazer mal a uma pessoa VACINADA, então você não acredita em VACINAS... RenanLima",,,,,,3,-6.33
