Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
COVID tratamento precoce - Médicos pela vida Campo Grande,,818368782031212,none,,,,2956,N/A,2021-01-06 20:29:03 BRT,2021-01-06,20:29:03,Link,25,7,0,13,0,1,0,4,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/818368782031212/permalink/964643727403716,"https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/ O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprotegidas até 28 dias devido ao “risco de segurança reprodutiva”, em outras palavras, você não pode fazer sexo com risco de ter um filho, pois crianças nascerão defeituosas devido a manipulação genética causada pela vacinada que usa o RNA mensageiro, caso da Pfizer. E no documento informativo aos profissionais da saúde da Inglaterra (confira o documento aqui), no item 4.5 afirmam não terem estudos de interações medicamentosas (você pode tomar qualquer remédio comum e pode ter um efeito desconhecido) e no item 4.6 a empresa deixa claro que não sabe se a vacina trará infertilidade.",https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/,,,Pfizer informa que vacina traz risco para nascimento de crianças com má formação,"O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprot…",,,,25,1.09
JAIR MESSIAS BOLSONARO,,1660323857593756,none,,,,123312,N/A,2021-01-05 20:06:45 BRT,2021-01-05,20:06:45,Link,11,4,0,7,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1660323857593756/permalink/2668716906754441,"Porque materia como está não passa nas redes DE TV? Só ficam nas redes sociais. É estranho,creio que deveriam passas nas redes de TV ai seria correto. Informar a população. http://l.facebook.com/l.php?u=http%3A%2F%2Fasociedadepolitica.com%2Fpfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao%2F&h=AT1_M7OzsJMBVhgTcQso-mQ1WSNZ6H_CyYELcQMVp2qhgDeGdVVngObj8WhHN0uo1bWYOc6P-0ftUWaArRz-iSYI2AjqCAcZhltDFs8oYbMZiloZzVxh-CKgaYovud7GpuNb&s=1",http://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/,,,Pfizer informa que vacina traz risco para nascimento de crianças com má formação,"O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprot…",,,,11,-4.27
São Leopoldo,,327301347374249,none,,,,26212,N/A,2021-01-02 14:34:19 BRT,2021-01-02,14:34:19,Link,6,1,2,1,0,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/327301347374249/permalink/3256803211090700,,https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/,,,Pfizer informa que vacina traz risco para nascimento de crianças com má formação,"O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprot…",,,,6,-3.17
USP LIVRE [Apoio],,185207728867236,none,,,,1972,N/A,2020-12-29 16:38:45 BRT,2020-12-29,16:38:45,Link,6,1,0,3,0,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/185207728867236/permalink/729052311149439,,https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/,,,Pfizer informa que vacina traz risco para nascimento de crianças com má formação,"O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprot…",,,,6,-0.57
Contra a Esquerda Comunista,,394584280707433,none,,,,1250,N/A,2021-01-05 10:02:43 BRT,2021-01-05,10:02:43,Link,5,0,2,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/394584280707433/permalink/1863627310469782,https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/?fbclid=IwAR3bKGqmOYvdIlD60NXQgX1hpEsoWeaYRAu2BG1ycQ2qKLtJBc9OMqAeXBE,https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/,,,Pfizer informa que vacina traz risco para nascimento de crianças com má formação,"O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprot…",,,,5,-6
Aliança pelo Brasil 38,,565098544264960,none,,,,208157,N/A,2021-01-01 20:45:49 BRT,2021-01-01,20:45:49,Link,5,1,0,3,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/565098544264960/permalink/977018956406248,,https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/,,,Pfizer informa que vacina traz risco para nascimento de crianças com má formação,"O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprot…",,,,5,-12.8
Bolsonaro 2022 🇧🇷,,147276449315225,none,,,,644957,N/A,2020-12-30 15:54:29 BRT,2020-12-30,15:54:29,Link,5,2,0,2,0,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/147276449315225/permalink/1233562347353291,,https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/,,,Pfizer informa que vacina traz risco para nascimento de crianças com má formação,"O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprot…",,,,5,-27.8
FORÇABRASIL,,561813371057548,none,,,,281361,N/A,2021-01-01 20:45:42 BRT,2021-01-01,20:45:42,Link,4,1,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/561813371057548/permalink/1055807844991429,,https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/,,,Pfizer informa que vacina traz risco para nascimento de crianças com má formação,"O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprot…",,,,4,-13
ALIANÇA PELO BRASIL(OFICIAL),,584212892325072,none,,,,91274,N/A,2020-12-29 22:50:43 BRT,2020-12-29,22:50:43,Link,4,1,0,2,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/584212892325072/permalink/959610668118624,"Por estas e outras que o nosso presidente está sendo super cauteloso, porque ele não quer que nós brasileiros sejamos cobaias de laboratório de Vacinas feitas ás pressas! O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprotegidas até 28 dias devido ao “risco de segurança reprodutiva”, em outras palavras, você não pode fazer sexo com risco de ter um filho, pois crianças nascerão defeituosas devido a manipulação genética causada pela vacinada que usa o RNA mensageiro, caso da Pfizer. https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/?fbclid=IwAR3s3FNLNwtLnL3bDEFED4bPYd6pRkq2d0JqfUi7zEBa_Uz31nIqURfhElM",https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/,,,Pfizer informa que vacina traz risco para nascimento de crianças com má formação,"O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprot…",,,,4,-12.75
Aliança Pelo Brasil 🔰,,714546562382974,none,,,,138236,N/A,2021-01-03 15:48:36 BRT,2021-01-03,15:48:36,Link,4,2,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/714546562382974/permalink/1132437490593877,,https://asociedadepolitica.com/pfizer-informa-que-vacina-traz-risco-para-nascimento-de-criancas-com-ma-formacao/amp/,,,Pfizer informa que vacina traz risco para nascimento de crianças com má formação,"O extenso documento de protocolo clínico da vacina Pfizer (leia na íntegra aqui) em sua página 132, apêndice 4, informa que homens e mulheres vacinadas não devem ter relações heterossexuais desprot…",,,,4,-10.75
